grille_id,referentiel_id,epreuve,competence_code,competence,famille,critique,niveau_code,niveau_libelle,note_min,note_max,indicateur
GR_5F5E2899,RNCP38632,EP2,CC5.4,Réaliser des décors à base de chocolat,Technique,0,EXE,Exécution,5,9.5,Décors présents mais maladroits ou peu réguliers
GR_4845747A,RNCP38632,EP2,CC5.4,Réaliser des décors à base de chocolat,Technique,0,OPE,Opérationnel,10,14.5,"Décors soignés, réguliers, cohérents avec le produit"
GR_3690E739,RNCP38632,EP2,CC5.4,Réaliser des décors à base de chocolat,Technique,0,EXC,Excellent,15,20.0,"Décors de niveau concours, créativité et précision exemplaires"
GR_FB6BD672,RNCP38632,EP2,CC6.1,Présenter et mettre en valeur les produits finis,Valorisation,0,DEB,Débutant,0,4.5,"Présentation négligée, aucun soin apporté à la mise en valeur"
GR_670A8F3A,RNCP38632,EP2,CC6.1,Présenter et mettre en valeur les produits finis,Valorisation,0,EXE,Exécution,5,9.5,"Présentation correcte, manque de soin ou de cohérence"
GR_6CE03A80,RNCP38632,EP2,CC6.1,Présenter et mettre en valeur les produits finis,Valorisation,0,OPE,Opérationnel,10,14.5,"Présentation soignée, cohérente, produits mis en valeur"
GR_27BCF261,RNCP38632,EP2,CC6.1,Présenter et mettre en valeur les produits finis,Valorisation,0,EXC,Excellent,15,20.0,Présentation professionnelle digne d'une vitrine artisanale de qualité
GR_9911565C,RNCP38632,EP2,CC6.2,Conditionner les produits avant commercialisation,Gestion,0,DEB,Débutant,0,4.5,Conditionnement absent ou non conforme aux règles sanitaires
GR_C6C1FF14,RNCP38632,EP2,CC6.2,Conditionner les produits avant commercialisation,Gestion,0,EXE,Exécution,5,9.5,"Conditionnement réalisé, étiquetage ou protection perfectibles"
GR_C34C3995,RNCP38632,EP2,CC6.2,Conditionner les produits avant commercialisation,Gestion,0,OPE,Opérationnel,10,14.5,"Conditionnement conforme, étiquetage correct, protection adaptée"
GR_F2A4A3FF,RNCP38632,EP2,CC6.2,Conditionner les produits avant commercialisation,Gestion,0,EXC,Excellent,15,20.0,"Conditionnement professionnel, traçabilité parfaite, présentation commerciale soignée"
