grille_id,referentiel_id,epreuve,competence_code,competence,famille,critique,niveau_code,niveau_libelle,note_min,note_max,indicateur
GR_FAD1C587,RNCP38761,EP2,CS3.2,Planifier sa production,Organisation,0,DEB,Débutant,0,4.5,"Aucun planning, production désordonnée"
GR_2A563492,RNCP38761,EP2,CS3.2,Planifier sa production,Organisation,0,EXE,Exécution,5,9.5,"Planning partiel, quelques retards ou déséquilibres"
GR_CF51D5C0,RNCP38761,EP2,CS3.2,Planifier sa production,Organisation,0,OPE,Opérationnel,10,14.5,"Planning réaliste, respecté, enchaînements logiques"
GR_AE66EDF1,RNCP38761,EP2,CS3.2,Planifier sa production,Organisation,0,EXC,Excellent,15,20.0,"Planning optimal, anticipation totale, production fluide et efficiente"
GR_B8ABCE13,RNCP38761,EP2,CS3.3,Communiquer et valoriser la production auprès de la vente,Communication,0,DEB,Débutant,0,4.5,"Aucune communication, ne sait pas présenter les produits"
GR_85941944,RNCP38761,EP2,CS3.3,Communiquer et valoriser la production auprès de la vente,Communication,0,EXE,Exécution,5,9.5,"Communication basique, vocabulaire limité"
GR_12ECA5C7,RNCP38761,EP2,CS3.3,Communiquer et valoriser la production auprès de la vente,Communication,0,OPE,Opérationnel,10,14.5,"Communication claire, produits présentés correctement"
GR_54ADB0EB,RNCP38761,EP2,CS3.3,Communiquer et valoriser la production auprès de la vente,Communication,0,EXC,Excellent,15,20.0,"Argumentaire commercial maîtrisé, vocabulaire professionnel, techniques de vente"
GR_FBE1AE36,RNCP38761,EP2,CS3.4,Suivre et analyser la production,Analyse,0,DEB,Débutant,0,4.5,"Aucun suivi, erreurs non identifiées"
GR_B286FD8F,RNCP38761,EP2,CS3.4,Suivre et analyser la production,Analyse,0,EXE,Exécution,5,9.5,"Suivi partiel, quelques axes d'amélioration identifiés"
GR_2DBDCA5B,RNCP38761,EP2,CS3.4,Suivre et analyser la production,Analyse,0,OPE,Opérationnel,10,14.5,"Suivi rigoureux, améliorations proposées et mises en œuvre"
GR_7B5CFEDD,RNCP38761,EP2,CS3.4,Suivre et analyser la production,Analyse,0,EXC,Excellent,15,20.0,"Analyse experte, plan d'amélioration continue, indicateurs de performance maîtrisés"
GR_9FDC91A6,RNCP38761,EP2,CS3.5,Optimiser les coûts et réduire les pertes,Gestion,0,DEB,Débutant,0,4.5,"Aucun calcul, gaspillage non contrôlé"
GR_E348FAB5,RNCP38761,EP2,CS3.5,Optimiser les coûts et réduire les pertes,Gestion,0,EXE,Exécution,5,9.5,"Calculs partiels, pertes importantes"
GR_78399C4A,RNCP38761,EP2,CS3.5,Optimiser les coûts et réduire les pertes,Gestion,0,OPE,Opérationnel,10,14.5,"Calculs corrects, pertes identifiées et réduites"
GR_385AF0B0,RNCP38761,EP2,CS3.5,Optimiser les coûts et réduire les pertes,Gestion,0,EXC,Excellent,15,20.0,"Optimisation experte, coût maîtrisé, pertes quasi nulles"
