grille_id,referentiel_id,epreuve,competence_code,competence,famille,critique,niveau_code,niveau_libelle,note_min,note_max,indicateur
GR_502D4E4E,RNCP38765,EP2,C5.1,"Réaliser les fonds d'entremets (génoise, dacquoise, joconde)",Technique,0,EXE,Exécution,5,9.5,"Fonds réalisés, régularité ou cuisson perfectibles"
GR_5E4DF9A9,RNCP38765,EP2,C5.1,"Réaliser les fonds d'entremets (génoise, dacquoise, joconde)",Technique,0,OPE,Opérationnel,10,14.5,"Fonds conformes, bonne texture, cuisson maîtrisée"
GR_06BD3BD7,RNCP38765,EP2,C5.1,"Réaliser les fonds d'entremets (génoise, dacquoise, joconde)",Technique,0,EXC,Excellent,15,20.0,"Fonds de qualité supérieure, légèreté et régularité parfaites"
GR_541D08ED,RNCP38765,EP2,C5.2,"Préparer les garnitures (mousses, crémeux, ganaches, compotées)",Technique,0,DEB,Débutant,0,4.5,"Garnitures non conformes, textures incorrectes, sécurité non respectée"
GR_DF4E1C05,RNCP38765,EP2,C5.2,"Préparer les garnitures (mousses, crémeux, ganaches, compotées)",Technique,0,EXE,Exécution,5,9.5,"Garnitures correctes, texture ou saveurs perfectibles"
GR_718F2C2C,RNCP38765,EP2,C5.2,"Préparer les garnitures (mousses, crémeux, ganaches, compotées)",Technique,0,OPE,Opérationnel,10,14.5,"Garnitures conformes, bonne texture, saveurs équilibrées"
GR_C1D66839,RNCP38765,EP2,C5.2,"Préparer les garnitures (mousses, crémeux, ganaches, compotées)",Technique,0,EXC,Excellent,15,20.0,"Garnitures excellentes, équilibre parfait, maîtrise technique et gustative"
GR_9F90E1F1,RNCP38765,EP2,C5.3,"Monter, garnir et glacer l'entremets",Technique,0,DEB,Débutant,0,4.5,"Montage incorrect, entremets déformé ou non terminé"
GR_47161212,RNCP38765,EP2,C5.3,"Monter, garnir et glacer l'entremets",Technique,0,EXE,Exécution,5,9.5,"Montage globalement correct, irrégularités ou défauts de finition"
GR_2A9704BB,RNCP38765,EP2,C5.3,"Monter, garnir et glacer l'entremets",Technique,0,OPE,Opérationnel,10,14.5,"Montage régulier, glaçage lisse, entremets commercialisable"
GR_4E63658E,RNCP38765,EP2,C5.3,"Monter, garnir et glacer l'entremets",Technique,0,EXC,Excellent,15,20.0,"Montage impeccable, glaçage miroir parfait, qualité vitrine"
GR_62668E8A,RNCP38765,EP2,C5.4,"Décorer l'entremets (chocolat, cornet, décors)",Technique,0,DEB,Débutant,0,4.5,"Décors absents ou ne tiennent pas, aucune mise en valeur"
GR_AE356532,RNCP38765,EP2,C5.4,"Décorer l'entremets (chocolat, cornet, décors)",Technique,0,EXE,Exécution,5,9.5,Décors présents mais maladroits ou peu valorisants
GR_5DC50416,RNCP38765,EP2,C5.4,"Décorer l'entremets (chocolat, cornet, décors)",Technique,0,OPE,Opérationnel,10,14.5,"Décors soignés, cohérents, écriture au cornet lisible"
GR_53AA4D4C,RNCP38765,EP2,C5.4,"Décorer l'entremets (chocolat, cornet, décors)",Technique,0,EXC,Excellent,15,20.0,"Décors élaborés, créatifs, écriture parfaite, niveau concours"
GR_DEFE0B29,RNCP38765,EP2,C6.1,Valoriser et présenter la production,Valorisation,0,DEB,Débutant,0,4.5,"Aucune mise en valeur, présentation négligée"
GR_DAC667C5,RNCP38765,EP2,C6.1,Valoriser et présenter la production,Valorisation,0,EXE,Exécution,5,9.5,"Présentation correcte, manque de soin ou d'argumentation"
GR_33FA48F0,RNCP38765,EP2,C6.1,Valoriser et présenter la production,Valorisation,0,OPE,Opérationnel,10,14.5,"Présentation soignée, argumentaire commercial correct"
GR_29305BD6,RNCP38765,EP2,C6.1,Valoriser et présenter la production,Valorisation,0,EXC,Excellent,15,20.0,"Présentation professionnelle, discours de vente maîtrisé"
GR_DA2B4CF6,RNCP38765,EP2,C7.1,Faire le bilan du travail réalisé (oral),Évaluation,0,DEB,Débutant,0,4.5,"Incapable d'analyser sa prestation, aucun recul"
GR_6D3E5F54,RNCP38765,EP2,C7.1,Faire le bilan du travail réalisé (oral),Évaluation,0,EXE,Exécution,5,9.5,"Bilan partiel, quelques points sans argumentation"
GR_2C6A3E63,RNCP38765,EP2,C7.1,Faire le bilan du travail réalisé (oral),Évaluation,0,OPE,Opérationnel,10,14.5,"Bilan structuré, points forts et axes d'amélioration identifiés"
GR_3BF4913A,RNCP38765,EP2,C7.1,Faire le bilan du travail réalisé (oral),Évaluation,0,EXC,Excellent,15,20.0,"Analyse critique précise, propose des améliorations concrètes"
GR_51595168,RNCP38765,EP2,C7.2,Mesurer le coût des produits fabriqués,Gestion,0,DEB,Débutant,0,4.5,Aucun calcul ou calcul complètement erroné
GR_F70A0583,RNCP38765,EP2,C7.2,Mesurer le coût des produits fabriqués,Gestion,0,EXE,Exécution,5,9.5,"Calcul partiel, erreurs importantes"
GR_98EF5CD2,RNCP38765,EP2,C7.2,Mesurer le coût des produits fabriqués,Gestion,0,OPE,Opérationnel,10,14.5,"Calcul correct, résultat cohérent avec la réalité professionnelle"
GR_88F35195,RNCP38765,EP2,C7.2,Mesurer le coût des produits fabriqués,Gestion,0,EXC,Excellent,15,20.0,"Calcul précis, analyse du coût, propositions d'optimisation"
